,tf,df,tfidf,all_tf,all_df,all_tf-idf,midf,tf_ev,df_ev,tf_chi,df_chi
大立光,950,585,13.311059765142035,2198.0,889.0,40.199127574047395,-8.484378935246323,77.32475941087431,31.274663838156165,9848.877401488411,9803.838324026048
球晶,370,77,25.732667440202576,384.0,88.0,48.20858398455715,-8.199424939588797,13.5089661573138,3.095804744384412,9407.519104740855,1764.268268626294
晶圓廠,356,223,18.27852803919899,357.0,224.0,41.2769818014886,-8.070367827359195,12.559116974377673,7.880230258433048,9391.714431361439,5872.482632616205
張忠謀,353,146,21.16442471457304,353.0,146.0,44.14847721463025,-8.065893546964274,12.418398576905654,5.136221507728684,9340.642958878414,3863.2687591961703
環球晶,350,60,27.23661745711847,355.0,64.0,49.852399897844236,-8.130432068101845,12.488757775641663,2.2514943595522996,9121.3105958392,1481.1895439826683
產業,3326,1103,9.65704939720147,21336.0,8968.0,25.355782374499977,-10.161522492462767,750.591932115748,315.490647132266,8836.661349965683,1965.7349163639615
個股,910,548,13.74867979092479,2232.0,1337.0,36.71539415646613,-8.957801837118202,78.52086578938646,47.03512435502226,8804.762195083707,5335.7104944741295
晶片,1100,440,15.839017467592116,3279.0,1331.0,38.377561680080646,-9.172804638447078,115.35390632768735,46.824046758814234,8404.81229157506,3301.4517306327293
聯發科,869,400,16.11280183088493,2153.0,743.0,41.6597328169263,-8.68512504457405,75.74167743931409,26.13844233042748,8307.959205365754,5347.390733395442
類股,955,516,14.306638377239555,2644.0,1535.0,36.20304022529477,-9.156072441504008,93.01486072900438,54.000685029887194,7988.1684980295395,3952.6048033413135
電子,2086,1040,9.670808494278504,10863.0,5396.0,29.024217131185274,-9.712330772156502,382.1559879346349,189.8291181897533,7596.595393260075,3807.585133253954
半導體設,284,142,20.678751966743132,284.0,142.0,42.93478981535984,-8.065893546964274,9.99100622051333,4.995503110256665,7514.851558984332,3757.425779492166
